source_book,recommended_book,rank,title,author,genre
B0043,BOK_135,8,Vanishing Point,r.k. narayan,thriller
B0043,B0224,9,Final Hour Soul,dan brown,thriller
B0043,B0176,10,Deadly Game Moon,robin sharma,thriller
B0044,B0252,1,Future of Dreams,s. l. bhyrappa,technology
B0044,B0108,2,Dark Secrets Blood,s. l. bhyrappa,thriller
B0044,B0268,3,The Missing Path,s. l. bhyrappa,mystery
B0044,B0222,4,Becoming River,s. l. bhyrappa,biography
B0044,BOK_161,5,Bouncing Back (Vol. 1),amish tripathi,self help
B0044,BOK_293,6,Wealth and Wisdom (Vol. 2),sujatha rangarajan,self-help
B0044,BOK_072,7,The Art of Thinking Clearly,arundhati roy,self-help
B0044,B0232,8,The Art of Storm,balakumaran,self help
B0044,BOK_075,9,Wealth and Wisdom (Vol. 1),amish tripathi,self-help
B0044,B0059,10,The Power of Blood,unknown author,self-help
B0045,B0242,1,Beyond the Way,indira soundarajan,fiction
B0045,B0194,2,Echoes from Way,indira soundarajan,fiction
B0045,B0287,3,Dreams of Sun,indira soundarajan,fiction
B0045,B0207,4,The Missing Heart,indira soundarajan,mystery
B0045,B0086,5,Kingdom of River,indira soundarajan,fantasy
B0045,B0087,6,Kingdom of Dreams,indira soundarajan,fantasy
B0045,B0297,7,Mindset for Moon,indira soundarajan,self help
B0045,B0229,8,The Conspiracy World,ramanichandran,thriller
B0045,B0293,9,Deadly Game Light,vivek,thriller
B0045,B0039,10,Hidden Truth Mind,unknown author,thriller
B0046,BOK_002,1,Coffee and Conversations,dale carnegie,romance
B0046,B0245,2,The Last Voice,dale carnegie,fiction
B0046,BOK_063,3,The Deception Game (Vol. 1),dale carnegie,thriller
B0046,BOK_040,4,The Midnight Sun (Vol. 2),dale carnegie,fiction
B0046,BOK_214,5,The Coconut Groves (Vol. 2),dale carnegie,fiction
B0046,BOK_043,6,Wealth and Wisdom,dale carnegie,self-help
B0046,BOK_291,7,The Calm Mind (Vol. 1),dale carnegie,self-help
B0046,BOK_190,8,The Calm Mind,dale carnegie,self help
B0046,B0200,9,Forever Journey,arundhati roy,romance
B0046,BOK_172,10,The Wedding Planner's Story,j.k. rowling,romance
B0047,B0131,1,The Silent Story,gudipati venkatachalam,thriller
B0047,B0246,2,The Secret of Dusk,gudipati venkatachalam,mystery
B0047,B0007,3,My Journey World,gudipati venkatachalam,biography
B0047,B0190,4,A Life in Dreams,gudipati venkatachalam,biography
B0047,B0254,5,The Life of Sun,gudipati venkatachalam,biography
B0047,B0134,6,Beyond the Mystery,gudipati venkatachalam,fiction
B0047,B0036,7,Dark Secrets Mountain,gudipati venkatachalam,thriller
B0047,B0262,8,The Lost Storm,gudipati venkatachalam,fiction
B0047,B0167,9,The Conspiracy Story,gudipati venkatachalam,thriller
B0047,B0180,10,Good to Great Wind,gudipati venkatachalam,business
B0048,B0226,1,Kingdom of Sun,sandilyan,fantasy
B0048,B0161,2,The Conspiracy Fire,sandilyan,thriller
B0048,B0261,3,The Missing Silence,sandilyan,mystery
B0048,BOK_285,4,Playing It My Way,sandilyan,biography
B0048,B0209,5,Beyond the Fire,sandilyan,fiction
B0048,B0181,6,Dark Secrets Legend,sandilyan,thriller
B0048,BOK_153,7,The Night Crawler,sandilyan,thriller
B0048,BOK_288,8,The Midnight Sun (Vol. 7),sandilyan,fiction
B0048,BOK_143,9,The God of Small Things (Vol. 2),sandilyan,fiction
B0048,BOK_125,10,The Assassin's Mark (Vol. 1),sandilyan,thriller
B0049,B0125,1,Habits of Storm,rajesh kumar,self help
B0049,B0074,2,Heart of Gold,rajesh kumar,romance
B0049,B0150,3,A Thousand Secret,rajesh kumar,0
B0049,B0146,4,The Lost Way,rajesh kumar,fiction
B0049,B0300,5,Chronicles of Truth,rajesh kumar,history
B0049,B0232,6,The Art of Storm,balakumaran,self help
B0049,B0092,7,Mindset for Moon,ramanichandran,self help
B0049,B0068,8,The Art of Rain,m. v. venkatram,self help
B0049,B0070,9,Habits of Blood,m. v. venkatram,self-help
B0049,B0237,10,The Art of Heart,vivek,self-help
B0050,BOK_056,1,The Lock and Key,stephen king,mystery
B0050,B0140,2,The Missing Rain,stephen king,mystery
B0050,B0243,3,Echoes from Soul,stephen king,fiction
B0050,B0260,4,The Digital Blood,stephen king,technology
B0050,B0040,5,A Life in Rain,stephen king,biography
B0050,B0072,6,Echoes from Way,stephen king,fiction
B0050,B0241,7,Dreams of Journey,stephen king,fiction
B0050,BOK_053,8,Cold Case Files,stephen king,thriller
B0050,BOK_062,9,Under the Banyan Tree,stephen king,romance
B0050,BOK_126,10,The Corporate Ladder,stephen king,business
B0051,B0085,1,The Innovator Path,yashpal,business
B0051,B0004,2,Shadows of Story,yashpal,fiction
B0051,B0077,3,The Last Gold,yashpal,fiction
B0051,B0166,4,Think and Storm,yashpal,self help
B0051,B0215,5,Forever Blood,yashpal,romance
B0051,BOK_171,6,The Tech Boom in Bangalore (Vol. 2),amish tripathi,technology
B0051,BOK_024,7,The Blockchain Revolution,ashwin sanghi,technology
B0051,BOK_219,8,Cloud Architectures (Vol. 2),sandilyan,technology
B0051,B0088,9,Data and Path,kuvempu,technology
B0051,B0139,10,The Tech Voice,o. v. vijayan,technology
B0052,B0037,1,The Conspiracy Blood,ramanichandran,thriller
B0052,B0115,2,Dark Secrets Mind,ramanichandran,thriller
B0052,B0229,3,The Conspiracy World,ramanichandran,thriller
B0052,B0168,4,The Riddle World,ramanichandran,mystery
B0052,B0248,5,Data and Story,ramanichandran,technology
B0052,B0259,6,Chronicles of Star,ramanichandran,history
B0052,B0092,7,Mindset for Moon,ramanichandran,self help
B0052,BOK_115,8,The Chennai Express Connection (Vol. 1),r.k. narayan,romance
B0052,B0295,9,Heart of Path,jayakanthan,romance
B0052,BOK_224,10,Stars in Your Eyes (Vol. 3),r.k. narayan,romance
B0053,BOK_009,1,The Cursed Amulet,j.k. rowling,fantasy
B0053,BOK_119,2,Swords of the Deccan (Vol. 1),j.k. rowling,fantasy
B0053,BOK_275,3,A River's Tale (Vol. 2),j.k. rowling,fiction
B0053,BOK_172,4,The Wedding Planner's Story,j.k. rowling,romance
B0053,BOK_069,5,The Midnight Conspiracy,j.k. rowling,thriller
B0053,B0266,6,A Life in Legend,j. k. rowling,biography
B0053,B0258,7,Habits of Voice,j. k. rowling,self-help
B0053,BOK_204,8,Love in the Time of Monsoons (Vol. 1),j.k. rowling,romance
B0053,BOK_286,9,The Half Girlfriend Journey (Vol. 3),j.k. rowling,romance
B0053,B0196,10,The Enchanted Rain,r. k. narayan,fantasy
B0054,B0083,1,The Missing Way,o. v. vijayan,mystery
B0054,B0032,2,Deadly Game Sun,o. v. vijayan,thriller
B0054,B0106,3,Unbroken Mind,o. v. vijayan,biography
B0054,B0009,4,Dark Secrets Night,o. v. vijayan,thriller
B0054,B0094,5,The Life of Mystery,o. v. vijayan,biography
B0054,B0139,6,The Tech Voice,o. v. vijayan,technology
B0054,BOK_175,7,The Lost Manuscript,george r.r. martin,mystery
B0054,BOK_282,8,Death at the Estate (Vol. 1),sidney sheldon,mystery
B0054,B0154,9,The Missing River,kamala das,mystery
B0054,BOK_170,10,A Cryptic Message,shashi tharoor,mystery
B0055,B0100,1,Whispers of Storm,unknown author,romance
B0055,BOK_269,2,"Love, Chai, and Everything Nice (Vol. 3)",unknown author,romance
B0055,BOK_194,3,Autumn Leaves (Vol. 1),unknown author,romance
B0055,B0033,4,The Wizard Wind,unknown author,fantasy
B0055,BOK_211,5,The Chennai Syndicate (Vol. 4),unknown author,thriller
B0055,B0138,6,Echoes from Way,unknown author,fiction
B0055,B0003,7,Shadows in Wind,unknown author,mystery
B0055,BOK_266,8,Monsoon Dreams (Vol. 6),unknown author,fiction
B0055,BOK_273,9,Secrets of the Kaveri (Vol. 1),unknown author,mystery
B0055,BOK_297,10,The Last Letter (Vol. 6),unknown author,fiction
B0056,B0135,1,Clues to Night,rachakonda viswanatha sastriulu,mystery
B0056,B0197,2,The Riddle Fire,rachakonda viswanatha sastriulu,mystery
B0056,B0220,3,Whispers of Wind,rachakonda viswanatha sastriulu,romance
B0056,B0289,4,Shadows of Rain,rachakonda viswanatha sastriulu,fiction
B0056,B0122,5,Dark Secrets Sun,rachakonda viswanatha sastriulu,thriller
B0056,B0277,6,Final Hour Light,rachakonda viswanatha sastriulu,thriller
B0056,B0239,7,A Thousand Blood,rachakonda viswanatha sastriulu,romance
B0056,B0147,8,The Enchanted Story,rachakonda viswanatha sastriulu,fantasy
B0056,B0022,9,Atomic Way,rachakonda viswanatha sastriulu,self help
B0056,B0064,10,Zero to One Voice,rachakonda viswanatha sastriulu,business
B0057,B0126,1,The Digital Legend,malcolm gladwell,technology
B0057,B0066,2,Unbroken Path,malcolm gladwell,biography
B0057,B0084,3,The Last Moon,malcolm gladwell,fiction
B0057,B0110,4,Echoes from Fire,malcolm gladwell,fiction
B0057,B0164,5,The Silent Night,malcolm gladwell,thriller
B0057,B0231,6,Scale Up Fire,malcolm gladwell,business
B0057,B0208,7,Mindset for Secret,malcolm gladwell,self help
B0057,B0260,8,The Digital Blood,stephen king,technology
B0057,B0035,9,Code and Story,james clear,technology
B0057,BOK_094,10,Cloud Architectures,kiran desai,technology
B0058,B0069,1,The Power of Fire,munshi premchand,self help
B0058,B0109,2,Beyond the Path,munshi premchand,fiction
B0058,B0104,3,Dreams of Mind,munshi premchand,fiction
B0058,B0166,4,Think and Storm,yashpal,self help
B0058,B0145,5,The Power of World,suryakant tripathi nirala,self-help
B0058,B0232,6,The Art of Storm,balakumaran,self help
B0058,B0044,7,The Power of Storm,s. l. bhyrappa,self help
B0058,BOK_161,8,Bouncing Back (Vol. 1),amish tripathi,self help
B0058,BOK_293,9,Wealth and Wisdom (Vol. 2),sujatha rangarajan,self-help
B0058,B0082,10,Atomic Gold,robin sharma,self help
B0059,BOK_297,1,The Last Letter (Vol. 6),unknown author,fiction
B0059,BOK_211,2,The Chennai Syndicate (Vol. 4),unknown author,thriller
B0059,B0039,3,Hidden Truth Mind,unknown author,thriller
B0059,BOK_194,4,Autumn Leaves (Vol. 1),unknown author,romance
B0059,BOK_257,5,Danger Zone (Vol. 1),unknown author,thriller
B0059,B0230,6,Beyond the Dawn,unknown author,fiction
B0059,B0033,7,The Wizard Wind,unknown author,fantasy
B0059,BOK_031,8,Blackout,unknown author,thriller
B0059,BOK_269,9,"Love, Chai, and Everything Nice (Vol. 3)",unknown author,romance
B0059,B0138,10,Echoes from Way,unknown author,fiction
B0060,B0158,1,A Thousand Moon,jhumpa lahiri,romance
B0060,B0149,2,Final Hour Way,jhumpa lahiri,thriller
B0060,B0141,3,The Art of Legend,jhumpa lahiri,self help
B0060,B0294,4,Atomic Mystery,jhumpa lahiri,self help
B0060,B0055,5,Whispers of Blood,unknown author,romance
B0060,B0281,6,Whispers of Silence,robin sharma,romance
B0060,BOK_172,7,The Wedding Planner's Story,j.k. rowling,romance
B0060,BOK_115,8,The Chennai Express Connection (Vol. 1),r.k. narayan,romance
B0060,B0013,9,Forever Star,agatha christie,romance
B0060,B0295,10,Heart of Path,jayakanthan,romance
B0061,B0290,1,The Wizard Sun,mallika manivannan,fantasy
B0061,B0261,2,The Missing Silence,sandilyan,mystery
B0061,B0097,3,Unsolved Moon,m. v. venkatram,mystery
B0061,B0219,4,Clues to Mind,subha,mystery
B0061,BOK_178,5,The Madurai Murders (Vol. 2),sujatha rangarajan,mystery
B0061,BOK_166,6,The Madurai Murders (Vol. 1),james clear,mystery
B0061,BOK_189,7,The Mystery of Royapuram (Vol. 2),jeyamohan,mystery
B0061,B0168,8,The Riddle World,ramanichandran,mystery
B0061,BOK_249,9,The Nilgiri Mystery,jeyamohan,mystery
B0061,B0207,10,The Missing Heart,indira soundarajan,mystery
B0062,B0285,1,Shadows of World,yandamoori veerendranath,fiction
B0062,B0028,2,Deadly Game Moon,yandamoori veerendranath,thriller
B0062,B0011,3,Clues to Legend,yandamoori veerendranath,mystery
B0062,B0250,4,The Promise Rain,yandamoori veerendranath,romance
B0062,B0112,5,Atomic Moon,yandamoori veerendranath,self help
B0062,BOK_107,6,Life in a Metro (Vol. 2),r.k. narayan,fiction
B0062,BOK_149,7,The Last Letter (Vol. 5),agatha christie,fiction
B0062,BOK_091,8,The Last Letter (Vol. 4),kiran desai,fiction
B0062,BOK_225,9,Village Bells,sandilyan,fiction
B0062,BOK_019,10,The Train to Malgudi,ashwin sanghi,fiction
B0063,B0275,1,Deadly Game Wind,jayakanthan,thriller
B0063,B0295,2,Heart of Path,jayakanthan,romance
B0063,B0187,3,Future of Wind,jayakanthan,technology
B0063,B0269,4,The Making of Truth,jayakanthan,biography
B0063,B0016,5,Beyond the Mountain,jayakanthan,fiction
B0063,B0279,6,The Last Secret,jayakanthan,fiction
B0063,B0091,7,The Wizard Wind,jayakanthan,fantasy
B0063,B0113,8,A Life in Gold,jayakanthan,biography
B0063,B0181,9,Dark Secrets Legend,sandilyan,thriller
B0063,BOK_153,10,The Night Crawler,sandilyan,thriller
B0064,B0122,1,Dark Secrets Sun,rachakonda viswanatha sastriulu,thriller
B0064,B0197,2,The Riddle Fire,rachakonda viswanatha sastriulu,mystery
B0064,B0239,3,A Thousand Blood,rachakonda viswanatha sastriulu,romance
B0064,B0289,4,Shadows of Rain,rachakonda viswanatha sastriulu,fiction
B0064,B0277,5,Final Hour Light,rachakonda viswanatha sastriulu,thriller
B0064,B0056,6,Shadows in Dreams,rachakonda viswanatha sastriulu,mystery
B0064,B0135,7,Clues to Night,rachakonda viswanatha sastriulu,mystery
B0064,B0220,8,Whispers of Wind,rachakonda viswanatha sastriulu,romance
B0064,B0147,9,The Enchanted Story,rachakonda viswanatha sastriulu,fantasy
B0064,B0022,10,Atomic Way,rachakonda viswanatha sastriulu,self help
B0065,BOK_178,1,The Madurai Murders (Vol. 2),sujatha rangarajan,mystery
B0065,BOK_264,2,The Sky Fortress,sujatha rangarajan,fantasy
B0065,BOK_159,3,Cloud Architectures (Vol. 1),sujatha rangarajan,technology
B0065,BOK_055,4,The Last Letter (Vol. 1),sujatha rangarajan,fiction
B0065,BOK_113,5,Echoes of Silence,sujatha rangarajan,fiction
B0065,B0272,6,Clues to Mystery,sujatha rangarajan,mystery
B0065,BOK_240,7,Happiness Blueprint,sujatha rangarajan,self-help
B0065,B0001,8,AI Revolution Voice,sujatha rangarajan,technology
B0065,BOK_146,9,Web of Lies (Vol. 2),sujatha rangarajan,thriller
B0065,BOK_068,10,The Chennai Syndicate (Vol. 2),sujatha rangarajan,thriller
B0066,B0057,1,Data and Mind,malcolm gladwell,technology
B0066,B0126,2,The Digital Legend,malcolm gladwell,technology
B0066,B0084,3,The Last Moon,malcolm gladwell,fiction
B0066,B0110,4,Echoes from Fire,malcolm gladwell,fiction
B0066,B0164,5,The Silent Night,malcolm gladwell,thriller
B0066,B0231,6,Scale Up Fire,malcolm gladwell,business
B0066,B0208,7,Mindset for Secret,malcolm gladwell,self help
B0066,B0067,8,The Life of Gold,amish tripathi,biography
B0066,B0040,9,A Life in Rain,stephen king,biography
B0066,B0266,10,A Life in Legend,j. k. rowling,biography
B0067,B0201,1,The Life of Fire,amish tripathi,biography
B0067,BOK_186,2,The Legend of Ramanujan (Vol. 1),amish tripathi,biography
B0067,B0096,3,Final Hour Secret,amish tripathi,thriller
B0067,B0235,4,Good to Great Storm,amish tripathi,business
B0067,B0128,5,Echoes from Mind,amish tripathi,fiction
B0067,B0227,6,Beyond the World,amish tripathi,fiction
B0067,B0120,7,The Riddle Mind,amish tripathi,mystery
B0067,BOK_070,8,Life in a Metro (Vol. 1),amish tripathi,fiction
B0067,BOK_064,9,Echoes of Betrayal (Vol. 1),amish tripathi,thriller
B0067,B0081,10,Start with Why Moon,amish tripathi,business
B0068,B0070,1,Habits of Blood,m. v. venkatram,self-help
B0068,B0097,2,Unsolved Moon,m. v. venkatram,mystery
B0068,B0029,3,A Life in Dreams,m. v. venkatram,biography
B0068,B0283,4,The Lost Rain,m. v. venkatram,fiction
B0068,B0137,5,Deadly Game Mind,m. v. venkatram,thriller
B0068,BOK_283,6,Lead from the Front (Vol. 1),dan brown,self-help
B0068,B0092,7,Mindset for Moon,ramanichandran,self help
B0068,BOK_240,8,Happiness Blueprint,sujatha rangarajan,self-help
B0068,B0237,9,The Art of Heart,vivek,self-help
B0068,B0232,10,The Art of Storm,balakumaran,self help
B0069,B0058,1,Mindset for Blood,munshi premchand,self help
B0069,B0109,2,Beyond the Path,munshi premchand,fiction
B0069,B0104,3,Dreams of Mind,munshi premchand,fiction
B0069,B0166,4,Think and Storm,yashpal,self help
B0069,B0258,5,Habits of Voice,j. k. rowling,self-help
B0069,B0068,6,The Art of Rain,m. v. venkatram,self help
B0069,B0070,7,Habits of Blood,m. v. venkatram,self-help
B0069,BOK_283,8,Lead from the Front (Vol. 1),dan brown,self-help
B0069,B0145,9,The Power of World,suryakant tripathi nirala,self-help
B0069,BOK_103,10,The Daily Grind,agatha christie,self-help
B0070,B0070,1,Habits of Blood,m. v. venkatram,self-help
B0070,B0097,2,Unsolved Moon,m. v. venkatram,mystery
B0070,B0029,3,A Life in Dreams,m. v. venkatram,biography
B0070,B0283,4,The Lost Rain,m. v. venkatram,fiction
B0070,B0137,5,Deadly Game Mind,m. v. venkatram,thriller
B0070,BOK_283,6,Lead from the Front (Vol. 1),dan brown,self-help
B0070,B0092,7,Mindset for Moon,ramanichandran,self help
B0070,BOK_240,8,Happiness Blueprint,sujatha rangarajan,self-help
B0070,B0237,9,The Art of Heart,vivek,self-help
B0070,B0232,10,The Art of Storm,balakumaran,self help
B0071,B0021,1,Dark Secrets Night,ruskin bond,0
B0071,B0203,2,Beyond the Storm,ruskin bond,fiction
B0071,BOK_127,3,The Golden Empire,ruskin bond,fantasy
B0071,BOK_278,4,Death at the Estate,ruskin bond,mystery
B0071,BOK_133,5,Behind Closed Doors (Vol. 2),ruskin bond,thriller
B0071,BOK_058,6,The Poisoned Chalice,ruskin bond,mystery
B0071,BOK_247,7,The Missile Man: APJ Abdul Kalam (Vol. 1),ruskin bond,biography
B0071,B0174,8,Habits of Rain,ruskin bond,self-help
B0071,BOK_104,9,The Silent Witness (Vol. 1),ruskin bond,thriller
B0071,BOK_022,10,The Safe House,ruskin bond,thriller
B0072,B0243,1,Echoes from Soul,stephen king,fiction
B0072,B0241,2,Dreams of Journey,stephen king,fiction
B0072,BOK_056,3,The Lock and Key,stephen king,mystery
B0072,B0050,4,The Secret of Secret,stephen king,mystery
B0072,B0140,5,The Missing Rain,stephen king,mystery
B0072,BOK_013,6,Behind Closed Doors,stephen king,thriller
B0072,B0260,7,The Digital Blood,stephen king,technology
B0072,B0040,8,A Life in Rain,stephen king,biography
B0072,BOK_067,9,A Walk in the Rain,stephen king,romance
B0072,BOK_053,10,Cold Case Files,stephen king,thriller
B0073,B0080,1,Dreams of Light,t. janakiraman,fiction
B0073,B0101,2,Beyond the Truth,t. janakiraman,fiction
B0073,B0188,3,Dreams of World,t. janakiraman,fiction
B0073,B0263,4,Heart of Silence,t. janakiraman,romance
B0073,B0192,5,Data and Voice,t. janakiraman,technology
B0073,B0181,6,Dark Secrets Legend,sandilyan,thriller
B0073,BOK_153,7,The Night Crawler,sandilyan,thriller
B0073,B0063,8,Hidden Truth Wind,jayakanthan,thriller
B0073,B0037,9,The Conspiracy Blood,ramanichandran,thriller
B0073,B0115,10,Dark Secrets Mind,ramanichandran,thriller
B0074,B0150,1,A Thousand Secret,rajesh kumar,0
B0074,B0146,2,The Lost Way,rajesh kumar,fiction
B0074,B0300,3,Chronicles of Truth,rajesh kumar,history
B0074,B0049,4,The Power of Star,rajesh kumar,self help
B0074,B0125,5,Habits of Storm,rajesh kumar,self help
B0074,BOK_115,6,The Chennai Express Connection (Vol. 1),r.k. narayan,romance
B0074,B0295,7,Heart of Path,jayakanthan,romance
B0074,B0052,8,Heart of Wind,ramanichandran,romance
B0074,BOK_224,9,Stars in Your Eyes (Vol. 3),r.k. narayan,romance
B0074,BOK_051,10,Autumn Leaves,simon sinek,romance
B0075,B0179,1,Beyond the Storm,kuvempu,fiction
B0075,B0178,2,Hidden Truth Journey,kuvempu,thriller
B0075,B0298,3,Magic of River,kuvempu,fantasy
B0075,B0199,4,Fall of Secret,kuvempu,history
B0075,B0088,5,Data and Path,kuvempu,technology
B0075,B0042,6,The Innovator Path,kuvempu,business
B0075,BOK_041,7,Shadows of the Past (Vol. 1),r.k. narayan,fiction
B0075,BOK_073,8,The Last Letter (Vol. 2),james clear,fiction
B0075,BOK_139,9,Shadows of the Past (Vol. 3),kiran desai,fiction
B0075,BOK_100,10,A Suitable Match (Vol. 1),ashwin sanghi,fiction
B0076,B0247,1,Shadows in Truth,vaikom muhammad basheer,mystery
B0076,B0172,2,The Digital Journey,vaikom muhammad basheer,technology
B0076,B0142,3,Final Hour Mind,vaikom muhammad basheer,thriller
B0076,B0282,4,Hidden Truth Way,vaikom muhammad basheer,thriller
B0076,B0276,5,Scale Up Moon,vaikom muhammad basheer,business
B0076,BOK_281,6,Bouncing Back (Vol. 3),george r.r. martin,self help
B0076,BOK_021,7,The Power of Focus,anita desai,self help
B0076,B0092,8,Mindset for Moon,ramanichandran,self help
B0076,B0237,9,The Art of Heart,vivek,self-help
B0076,B0211,10,Habits of River,kamala das,self help
B0077,B0077,1,The Last Gold,yashpal,fiction
B0077,B0215,2,Forever Blood,yashpal,romance
B0077,B0051,3,The Tech Wind,yashpal,technology
B0077,B0085,4,The Innovator Path,yashpal,business
